Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_B12001_001,SE_B12001_002,SE_B12001_003,SE_B12001_004
"06037576903","14000US06037576903","Census Tract 5769.03","Census Tract 5769.03, Los Angeles County, California","ca","140","00","ACSSF","0005798",,,,,"06","037",,,,"576903",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2405,861,1132,412
"06037576904","14000US06037576904","Census Tract 5769.04","Census Tract 5769.04, Los Angeles County, California","ca","140","00","ACSSF","0005799",,,,,"06","037",,,,"576904",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2244,364,1062,818
"06037577000","14000US06037577000","Census Tract 5770","Census Tract 5770, Los Angeles County, California","ca","140","00","ACSSF","0005800",,,,,"06","037",,,,"577000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5283,534,2555,2194
"06037577100","14000US06037577100","Census Tract 5771","Census Tract 5771, Los Angeles County, California","ca","140","00","ACSSF","0005801",,,,,"06","037",,,,"577100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5403,327,2115,2961
"06037577200","14000US06037577200","Census Tract 5772","Census Tract 5772, Los Angeles County, California","ca","140","00","ACSSF","0005802",,,,,"06","037",,,,"577200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4799,373,1755,2671
"06037577300","14000US06037577300","Census Tract 5773","Census Tract 5773, Los Angeles County, California","ca","140","00","ACSSF","0005803",,,,,"06","037",,,,"577300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4603,189,1792,2622
"06037577400","14000US06037577400","Census Tract 5774","Census Tract 5774, Los Angeles County, California","ca","140","00","ACSSF","0005804",,,,,"06","037",,,,"577400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2411,211,865,1335
"06037577501","14000US06037577501","Census Tract 5775.01","Census Tract 5775.01, Los Angeles County, California","ca","140","00","ACSSF","0005805",,,,,"06","037",,,,"577501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2750,99,1051,1600
"06037577504","14000US06037577504","Census Tract 5775.04","Census Tract 5775.04, Los Angeles County, California","ca","140","00","ACSSF","0005806",,,,,"06","037",,,,"577504",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1194,34,502,658
"06037577602","14000US06037577602","Census Tract 5776.02","Census Tract 5776.02, Los Angeles County, California","ca","140","00","ACSSF","0005807",,,,,"06","037",,,,"577602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2588,67,923,1598
"06037577603","14000US06037577603","Census Tract 5776.03","Census Tract 5776.03, Los Angeles County, California","ca","140","00","ACSSF","0005808",,,,,"06","037",,,,"577603",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6346,338,2186,3822
"06037577604","14000US06037577604","Census Tract 5776.04","Census Tract 5776.04, Los Angeles County, California","ca","140","00","ACSSF","0005809",,,,,"06","037",,,,"577604",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1223,20,488,715
"06037599000","14000US06037599000","Census Tract 5990","Census Tract 5990, Los Angeles County, California","ca","140","00","ACSSF","0005810",,,,,"06","037",,,,"599000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2564,351,1623,590
"06037599100","14000US06037599100","Census Tract 5991","Census Tract 5991, Los Angeles County, California","ca","140","00","ACSSF","0005811",,,,,"06","037",,,,"599100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257,21,168,68
"06037600100","14000US06037600100","Census Tract 6001","Census Tract 6001, Los Angeles County, California","ca","140","00","ACSSF","0005812",,,,,"06","037",,,,"600100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4407,1713,2378,316
"06037600201","14000US06037600201","Census Tract 6002.01","Census Tract 6002.01, Los Angeles County, California","ca","140","00","ACSSF","0005813",,,,,"06","037",,,,"600201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2675,947,1566,162
"06037600202","14000US06037600202","Census Tract 6002.02","Census Tract 6002.02, Los Angeles County, California","ca","140","00","ACSSF","0005814",,,,,"06","037",,,,"600202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4529,1889,2411,229
"06037600302","14000US06037600302","Census Tract 6003.02","Census Tract 6003.02, Los Angeles County, California","ca","140","00","ACSSF","0005815",,,,,"06","037",,,,"600302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2217,407,1486,324
"06037600303","14000US06037600303","Census Tract 6003.03","Census Tract 6003.03, Los Angeles County, California","ca","140","00","ACSSF","0005816",,,,,"06","037",,,,"600303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2233,898,1252,83
"06037600304","14000US06037600304","Census Tract 6003.04","Census Tract 6003.04, Los Angeles County, California","ca","140","00","ACSSF","0005817",,,,,"06","037",,,,"600304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2290,807,1282,201
"06037600400","14000US06037600400","Census Tract 6004","Census Tract 6004, Los Angeles County, California","ca","140","00","ACSSF","0005818",,,,,"06","037",,,,"600400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2890,353,1896,641
"06037600501","14000US06037600501","Census Tract 6005.01","Census Tract 6005.01, Los Angeles County, California","ca","140","00","ACSSF","0005819",,,,,"06","037",,,,"600501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1857,193,1197,467
"06037600502","14000US06037600502","Census Tract 6005.02","Census Tract 6005.02, Los Angeles County, California","ca","140","00","ACSSF","0005820",,,,,"06","037",,,,"600502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1580,346,850,384
"06037600601","14000US06037600601","Census Tract 6006.01","Census Tract 6006.01, Los Angeles County, California","ca","140","00","ACSSF","0005821",,,,,"06","037",,,,"600601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1910,236,1120,554
"06037600602","14000US06037600602","Census Tract 6006.02","Census Tract 6006.02, Los Angeles County, California","ca","140","00","ACSSF","0005822",,,,,"06","037",,,,"600602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1437,392,918,127
"06037600702","14000US06037600702","Census Tract 6007.02","Census Tract 6007.02, Los Angeles County, California","ca","140","00","ACSSF","0005823",,,,,"06","037",,,,"600702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3227,372,1887,968
"06037600703","14000US06037600703","Census Tract 6007.03","Census Tract 6007.03, Los Angeles County, California","ca","140","00","ACSSF","0005824",,,,,"06","037",,,,"600703",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1421,18,708,695
"06037600704","14000US06037600704","Census Tract 6007.04","Census Tract 6007.04, Los Angeles County, California","ca","140","00","ACSSF","0005825",,,,,"06","037",,,,"600704",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2701,202,1658,841
"06037600801","14000US06037600801","Census Tract 6008.01","Census Tract 6008.01, Los Angeles County, California","ca","140","00","ACSSF","0005826",,,,,"06","037",,,,"600801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2341,111,1419,811
"06037600802","14000US06037600802","Census Tract 6008.02","Census Tract 6008.02, Los Angeles County, California","ca","140","00","ACSSF","0005827",,,,,"06","037",,,,"600802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2067,185,1305,577
"06037600902","14000US06037600902","Census Tract 6009.02","Census Tract 6009.02, Los Angeles County, California","ca","140","00","ACSSF","0005828",,,,,"06","037",,,,"600902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4233,932,2438,863
"06037600911","14000US06037600911","Census Tract 6009.11","Census Tract 6009.11, Los Angeles County, California","ca","140","00","ACSSF","0005829",,,,,"06","037",,,,"600911",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2284,420,1307,557
"06037600912","14000US06037600912","Census Tract 6009.12","Census Tract 6009.12, Los Angeles County, California","ca","140","00","ACSSF","0005830",,,,,"06","037",,,,"600912",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3631,1346,1538,747
"06037601001","14000US06037601001","Census Tract 6010.01","Census Tract 6010.01, Los Angeles County, California","ca","140","00","ACSSF","0005831",,,,,"06","037",,,,"601001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1931,469,1024,438
"06037601002","14000US06037601002","Census Tract 6010.02","Census Tract 6010.02, Los Angeles County, California","ca","140","00","ACSSF","0005832",,,,,"06","037",,,,"601002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3237,871,1881,485
"06037601100","14000US06037601100","Census Tract 6011","Census Tract 6011, Los Angeles County, California","ca","140","00","ACSSF","0005833",,,,,"06","037",,,,"601100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4264,1578,2266,420
"06037601202","14000US06037601202","Census Tract 6012.02","Census Tract 6012.02, Los Angeles County, California","ca","140","00","ACSSF","0005834",,,,,"06","037",,,,"601202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2642,1028,1304,310
"06037601211","14000US06037601211","Census Tract 6012.11","Census Tract 6012.11, Los Angeles County, California","ca","140","00","ACSSF","0005835",,,,,"06","037",,,,"601211",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1785,387,1033,365
"06037601212","14000US06037601212","Census Tract 6012.12","Census Tract 6012.12, Los Angeles County, California","ca","140","00","ACSSF","0005836",,,,,"06","037",,,,"601212",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4004,1275,2225,504
"06037601301","14000US06037601301","Census Tract 6013.01","Census Tract 6013.01, Los Angeles County, California","ca","140","00","ACSSF","0005837",,,,,"06","037",,,,"601301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1404,84,670,650
"06037601302","14000US06037601302","Census Tract 6013.02","Census Tract 6013.02, Los Angeles County, California","ca","140","00","ACSSF","0005838",,,,,"06","037",,,,"601302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4546,542,2150,1854
"06037601303","14000US06037601303","Census Tract 6013.03","Census Tract 6013.03, Los Angeles County, California","ca","140","00","ACSSF","0005839",,,,,"06","037",,,,"601303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3378,435,2086,857
"06037601401","14000US06037601401","Census Tract 6014.01","Census Tract 6014.01, Los Angeles County, California","ca","140","00","ACSSF","0005840",,,,,"06","037",,,,"601401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4282,934,2611,737
"06037601402","14000US06037601402","Census Tract 6014.02","Census Tract 6014.02, Los Angeles County, California","ca","140","00","ACSSF","0005841",,,,,"06","037",,,,"601402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3197,1066,1805,326
"06037601501","14000US06037601501","Census Tract 6015.01","Census Tract 6015.01, Los Angeles County, California","ca","140","00","ACSSF","0005842",,,,,"06","037",,,,"601501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2333,1135,1079,119
"06037601502","14000US06037601502","Census Tract 6015.02","Census Tract 6015.02, Los Angeles County, California","ca","140","00","ACSSF","0005843",,,,,"06","037",,,,"601502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2095,1041,910,144
"06037601600","14000US06037601600","Census Tract 6016","Census Tract 6016, Los Angeles County, California","ca","140","00","ACSSF","0005844",,,,,"06","037",,,,"601600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2848,1376,1032,440
"06037601700","14000US06037601700","Census Tract 6017","Census Tract 6017, Los Angeles County, California","ca","140","00","ACSSF","0005845",,,,,"06","037",,,,"601700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3130,1188,1633,309
"06037601801","14000US06037601801","Census Tract 6018.01","Census Tract 6018.01, Los Angeles County, California","ca","140","00","ACSSF","0005846",,,,,"06","037",,,,"601801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1689,891,705,93
"06037601802","14000US06037601802","Census Tract 6018.02","Census Tract 6018.02, Los Angeles County, California","ca","140","00","ACSSF","0005847",,,,,"06","037",,,,"601802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2417,1231,1015,171
"06037601900","14000US06037601900","Census Tract 6019","Census Tract 6019, Los Angeles County, California","ca","140","00","ACSSF","0005848",,,,,"06","037",,,,"601900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2787,1146,1482,159
"06037602002","14000US06037602002","Census Tract 6020.02","Census Tract 6020.02, Los Angeles County, California","ca","140","00","ACSSF","0005849",,,,,"06","037",,,,"602002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970,561,1155,254
"06037602003","14000US06037602003","Census Tract 6020.03","Census Tract 6020.03, Los Angeles County, California","ca","140","00","ACSSF","0005850",,,,,"06","037",,,,"602003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3081,1259,1522,300
"06037602004","14000US06037602004","Census Tract 6020.04","Census Tract 6020.04, Los Angeles County, California","ca","140","00","ACSSF","0005851",,,,,"06","037",,,,"602004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2360,948,1183,229
"06037602103","14000US06037602103","Census Tract 6021.03","Census Tract 6021.03, Los Angeles County, California","ca","140","00","ACSSF","0005852",,,,,"06","037",,,,"602103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4015,1388,2040,587
"06037602104","14000US06037602104","Census Tract 6021.04","Census Tract 6021.04, Los Angeles County, California","ca","140","00","ACSSF","0005853",,,,,"06","037",,,,"602104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3708,1148,2288,272
"06037602105","14000US06037602105","Census Tract 6021.05","Census Tract 6021.05, Los Angeles County, California","ca","140","00","ACSSF","0005854",,,,,"06","037",,,,"602105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2789,837,1450,502
"06037602106","14000US06037602106","Census Tract 6021.06","Census Tract 6021.06, Los Angeles County, California","ca","140","00","ACSSF","0005855",,,,,"06","037",,,,"602106",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3676,715,1995,966
"06037602200","14000US06037602200","Census Tract 6022","Census Tract 6022, Los Angeles County, California","ca","140","00","ACSSF","0005856",,,,,"06","037",,,,"602200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5188,954,2318,1916
"06037602301","14000US06037602301","Census Tract 6023.01","Census Tract 6023.01, Los Angeles County, California","ca","140","00","ACSSF","0005857",,,,,"06","037",,,,"602301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4182,699,2146,1337
"06037602302","14000US06037602302","Census Tract 6023.02","Census Tract 6023.02, Los Angeles County, California","ca","140","00","ACSSF","0005858",,,,,"06","037",,,,"602302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3485,149,1099,2237
"06037602402","14000US06037602402","Census Tract 6024.02","Census Tract 6024.02, Los Angeles County, California","ca","140","00","ACSSF","0005859",,,,,"06","037",,,,"602402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4438,1119,2222,1097
"06037602403","14000US06037602403","Census Tract 6024.03","Census Tract 6024.03, Los Angeles County, California","ca","140","00","ACSSF","0005860",,,,,"06","037",,,,"602403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3574,744,2005,825
"06037602404","14000US06037602404","Census Tract 6024.04","Census Tract 6024.04, Los Angeles County, California","ca","140","00","ACSSF","0005861",,,,,"06","037",,,,"602404",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3495,923,1859,713
"06037602504","14000US06037602504","Census Tract 6025.04","Census Tract 6025.04, Los Angeles County, California","ca","140","00","ACSSF","0005862",,,,,"06","037",,,,"602504",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3048,587,1805,656
"06037602505","14000US06037602505","Census Tract 6025.05","Census Tract 6025.05, Los Angeles County, California","ca","140","00","ACSSF","0005863",,,,,"06","037",,,,"602505",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2669,701,1430,538
"06037602506","14000US06037602506","Census Tract 6025.06","Census Tract 6025.06, Los Angeles County, California","ca","140","00","ACSSF","0005864",,,,,"06","037",,,,"602506",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2677,525,1721,431
"06037602507","14000US06037602507","Census Tract 6025.07","Census Tract 6025.07, Los Angeles County, California","ca","140","00","ACSSF","0005865",,,,,"06","037",,,,"602507",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3331,539,2232,560
"06037602508","14000US06037602508","Census Tract 6025.08","Census Tract 6025.08, Los Angeles County, California","ca","140","00","ACSSF","0005866",,,,,"06","037",,,,"602508",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4018,908,2577,533
"06037602509","14000US06037602509","Census Tract 6025.09","Census Tract 6025.09, Los Angeles County, California","ca","140","00","ACSSF","0005867",,,,,"06","037",,,,"602509",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2927,955,1642,330
"06037602600","14000US06037602600","Census Tract 6026","Census Tract 6026, Los Angeles County, California","ca","140","00","ACSSF","0005868",,,,,"06","037",,,,"602600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6244,770,4008,1466
"06037602700","14000US06037602700","Census Tract 6027","Census Tract 6027, Los Angeles County, California","ca","140","00","ACSSF","0005869",,,,,"06","037",,,,"602700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2725,236,1824,665
"06037602801","14000US06037602801","Census Tract 6028.01","Census Tract 6028.01, Los Angeles County, California","ca","140","00","ACSSF","0005870",,,,,"06","037",,,,"602801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2242,757,1304,181
"06037602802","14000US06037602802","Census Tract 6028.02","Census Tract 6028.02, Los Angeles County, California","ca","140","00","ACSSF","0005871",,,,,"06","037",,,,"602802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3727,580,2452,695
"06037602900","14000US06037602900","Census Tract 6029","Census Tract 6029, Los Angeles County, California","ca","140","00","ACSSF","0005872",,,,,"06","037",,,,"602900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2859,1101,1512,246
"06037603001","14000US06037603001","Census Tract 6030.01","Census Tract 6030.01, Los Angeles County, California","ca","140","00","ACSSF","0005873",,,,,"06","037",,,,"603001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5299,1126,3007,1166
"06037603004","14000US06037603004","Census Tract 6030.04","Census Tract 6030.04, Los Angeles County, California","ca","140","00","ACSSF","0005874",,,,,"06","037",,,,"603004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1198,197,679,322
"06037603005","14000US06037603005","Census Tract 6030.05","Census Tract 6030.05, Los Angeles County, California","ca","140","00","ACSSF","0005875",,,,,"06","037",,,,"603005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3840,681,2502,657
"06037603006","14000US06037603006","Census Tract 6030.06","Census Tract 6030.06, Los Angeles County, California","ca","140","00","ACSSF","0005876",,,,,"06","037",,,,"603006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1435,71,943,421
"06037603101","14000US06037603101","Census Tract 6031.01","Census Tract 6031.01, Los Angeles County, California","ca","140","00","ACSSF","0005877",,,,,"06","037",,,,"603101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2996,317,1758,921
"06037603102","14000US06037603102","Census Tract 6031.02","Census Tract 6031.02, Los Angeles County, California","ca","140","00","ACSSF","0005878",,,,,"06","037",,,,"603102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2797,599,1561,637
"06037603200","14000US06037603200","Census Tract 6032","Census Tract 6032, Los Angeles County, California","ca","140","00","ACSSF","0005879",,,,,"06","037",,,,"603200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2593,188,1336,1069
"06037603301","14000US06037603301","Census Tract 6033.01","Census Tract 6033.01, Los Angeles County, California","ca","140","00","ACSSF","0005880",,,,,"06","037",,,,"603301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2806,446,1541,819
"06037603302","14000US06037603302","Census Tract 6033.02","Census Tract 6033.02, Los Angeles County, California","ca","140","00","ACSSF","0005881",,,,,"06","037",,,,"603302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3106,544,1536,1026
"06037603400","14000US06037603400","Census Tract 6034","Census Tract 6034, Los Angeles County, California","ca","140","00","ACSSF","0005882",,,,,"06","037",,,,"603400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2865,517,1407,941
"06037603500","14000US06037603500","Census Tract 6035","Census Tract 6035, Los Angeles County, California","ca","140","00","ACSSF","0005883",,,,,"06","037",,,,"603500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200,490,1273,437
"06037603600","14000US06037603600","Census Tract 6036","Census Tract 6036, Los Angeles County, California","ca","140","00","ACSSF","0005884",,,,,"06","037",,,,"603600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3300,611,1762,927
"06037603702","14000US06037603702","Census Tract 6037.02","Census Tract 6037.02, Los Angeles County, California","ca","140","00","ACSSF","0005885",,,,,"06","037",,,,"603702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3481,451,1842,1188
"06037603703","14000US06037603703","Census Tract 6037.03","Census Tract 6037.03, Los Angeles County, California","ca","140","00","ACSSF","0005886",,,,,"06","037",,,,"603703",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1772,232,1035,505
"06037603704","14000US06037603704","Census Tract 6037.04","Census Tract 6037.04, Los Angeles County, California","ca","140","00","ACSSF","0005887",,,,,"06","037",,,,"603704",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4178,1427,1878,873
"06037603801","14000US06037603801","Census Tract 6038.01","Census Tract 6038.01, Los Angeles County, California","ca","140","00","ACSSF","0005888",,,,,"06","037",,,,"603801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3215,924,1628,663
"06037603802","14000US06037603802","Census Tract 6038.02","Census Tract 6038.02, Los Angeles County, California","ca","140","00","ACSSF","0005889",,,,,"06","037",,,,"603802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2622,737,1407,478
"06037603900","14000US06037603900","Census Tract 6039","Census Tract 6039, Los Angeles County, California","ca","140","00","ACSSF","0005890",,,,,"06","037",,,,"603900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4945,1613,2458,874
"06037604001","14000US06037604001","Census Tract 6040.01","Census Tract 6040.01, Los Angeles County, California","ca","140","00","ACSSF","0005891",,,,,"06","037",,,,"604001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2997,719,1688,590
"06037604002","14000US06037604002","Census Tract 6040.02","Census Tract 6040.02, Los Angeles County, California","ca","140","00","ACSSF","0005892",,,,,"06","037",,,,"604002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3421,837,1744,840
"06037604100","14000US06037604100","Census Tract 6041","Census Tract 6041, Los Angeles County, California","ca","140","00","ACSSF","0005893",,,,,"06","037",,,,"604100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4878,1057,2879,942
"06037609900","14000US06037609900","Census Tract 6099","Census Tract 6099, Los Angeles County, California","ca","140","00","ACSSF","0005894",,,,,"06","037",,,,"609900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1456,305,774,377
"06037620001","14000US06037620001","Census Tract 6200.01","Census Tract 6200.01, Los Angeles County, California","ca","140","00","ACSSF","0005895",,,,,"06","037",,,,"620001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2956,143,1200,1613
"06037620002","14000US06037620002","Census Tract 6200.02","Census Tract 6200.02, Los Angeles County, California","ca","140","00","ACSSF","0005896",,,,,"06","037",,,,"620002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2435,82,878,1475
"06037620101","14000US06037620101","Census Tract 6201.01","Census Tract 6201.01, Los Angeles County, California","ca","140","00","ACSSF","0005897",,,,,"06","037",,,,"620101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3847,66,1442,2339
"06037620102","14000US06037620102","Census Tract 6201.02","Census Tract 6201.02, Los Angeles County, California","ca","140","00","ACSSF","0005898",,,,,"06","037",,,,"620102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2518,54,1029,1435
"06037620201","14000US06037620201","Census Tract 6202.01","Census Tract 6202.01, Los Angeles County, California","ca","140","00","ACSSF","0005899",,,,,"06","037",,,,"620201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1321,5,223,1093
"06037620301","14000US06037620301","Census Tract 6203.01","Census Tract 6203.01, Los Angeles County, California","ca","140","00","ACSSF","0005900",,,,,"06","037",,,,"620301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3081,31,834,2216
"06037620303","14000US06037620303","Census Tract 6203.03","Census Tract 6203.03, Los Angeles County, California","ca","140","00","ACSSF","0005901",,,,,"06","037",,,,"620303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2959,44,500,2415
"06037620305","14000US06037620305","Census Tract 6203.05","Census Tract 6203.05, Los Angeles County, California","ca","140","00","ACSSF","0005902",,,,,"06","037",,,,"620305",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4310,35,1069,3206
"06037620400","14000US06037620400","Census Tract 6204","Census Tract 6204, Los Angeles County, California","ca","140","00","ACSSF","0005903",,,,,"06","037",,,,"620400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3790,14,886,2890
"06037620501","14000US06037620501","Census Tract 6205.01","Census Tract 6205.01, Los Angeles County, California","ca","140","00","ACSSF","0005904",,,,,"06","037",,,,"620501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3899,179,1800,1920
"06037620521","14000US06037620521","Census Tract 6205.21","Census Tract 6205.21, Los Angeles County, California","ca","140","00","ACSSF","0005905",,,,,"06","037",,,,"620521",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2755,150,1096,1509
